11.555,12.156,11.013,11.729,10.257,10.344,9.2711,10.999,8.3831,11.099
9.5424,10.11,8.927,9.5813,8.5493,8.4032,7.6817,8.9644,6.8916,9.0607
9.6942,10.259,9.0499,9.7143,8.6783,8.5115,7.7913,9.1015,6.9818,9.1663
12.228,12.892,11.412,12.326,10.949,10.75,9.8212,11.518,8.7889,11.587
6.6143,7.0691,6.1847,6.5435,5.9599,5.8429,5.3362,6.194,4.8144,6.2901
11.753,12.409,10.976,11.845,10.531,10.345,9.464,11.08,8.4499,11.144
7.7448,8.1823,7.3659,7.7252,6.9118,6.9562,6.2236,7.3418,5.6455,7.4501
8.8169,9.2941,8.4162,8.8877,7.8478,7.9535,7.0739,8.3382,6.43,8.5209
9.57,10.135,8.9392,9.5888,8.5718,8.4144,7.6892,8.9904,6.9036,9.074
9.9468,10.521,9.2884,9.9724,8.9057,8.7437,7.9937,9.3422,7.1701,9.4277
8.6384,9.1806,8.0844,8.6206,7.7553,7.6149,6.94,8.1098,6.2516,8.2047
8.3011,8.8164,7.7467,8.284,7.457,7.3069,6.6842,7.8071,5.9942,7.8652
10.076,10.658,9.4004,10.108,9.0298,8.8565,8.1001,9.4775,7.2502,9.5415
9.7766,10.343,9.1179,9.7922,8.7555,8.5872,7.8518,9.1866,7.0355,9.254
15.911,16.723,15.195,16.347,14.085,14.233,12.788,15.222,11.507,15.276
9.8433,10.373,9.3995,9.9619,8.7519,8.8402,7.9219,9.3273,7.1702,9.5017
9.3599,9.9125,8.7507,9.3825,8.3939,8.2346,7.5323,8.7969,6.7575,8.883
7.0986,7.4933,6.7696,7.0963,6.3331,6.3898,5.7019,6.703,5.173,6.8552
13.101,13.773,12.526,13.42,11.624,11.754,10.533,12.491,9.4901,12.612
13.956,14.671,13.325,14.32,12.362,12.509,11.218,13.321,10.085,13.437
9.043166667,8.7744,7.8721,8.1389,8.0961,8.3848,7.066633333,8.231,6.3336,8.6302
7.2734,8.25305,7.14535,8.5712,6.99375,6.5046,6.682666667,7.2937,5.5645,7.2457
8.580366667,9.49155,7.90365,7.6792,7.51055,7.7404,6.753666667,8.0803,5.6765,7.8129
10.87296667,11.66465,10.5608,11.3196,9.3612,10.085,9.046333333,11.2826,8.6161,11.2702
